229, 4848, 1885
230, 29852, 4396
231, 11484, 9575
232, 28797, 5702
233, 13216, 7223
234, 19394, 2323
235, 8565, 26539
236, 24651, 19228
237, 32063, 12501
238, 27787, 17379
239, 31908, 37034
240, 32763, 5172
241, 1715, 14376
242, 33705, 35337
243, 28852, 29312
244, 14136, 29299
245, 2824, 31797
246, 23329, 33875
247, 18136, 38009
248, 9207, 4016
249, 13202, 28103
250, 27810, 18935
251, 2855, 17490
252, 4825, 33491
253, 15500, 28546
254, 15152, 8989
255, 34803, 8238
256, 22058, 6741
257, 33860, 24788
258, 15691, 4819
259, 12720, 5521
260, 5661, 6466
261, 26917, 19107
262, 19413, 19320
263, 29828, 6304
264, 16761, 29510
265, 19421, 28521
266, 16681, 8065
267, 26193, 1805
268, 14934, 9256
269, 31408, 21856
270, 14646, 21411
271, 22461, 34160
272, 7866, 26108
273, 19590, 19593
274, 8999, 10222
275, 22112, 19035
276, 10827, 34230
277, 12584, 33066
278, 29588, 21909
279, 29952, 4440
280, 3862, 26675
281, 36886, 22918
282, 38577, 38000
283, 21844, 23737
284, 5623, 3295
285, 23508, 11926
286, 1873, 11839
287, 30602, 34560
288, 2164, 9219
289, 34649, 26834
290, 13687, 28585
291, 13425, 7992
292, 36177, 20497
293, 29622, 12357
294, 38585, 21483
295, 16555, 165
296, 24320, 27896
297, 37087, 22015
298, 38170, 18704
299, 9352, 37166
300, 9202, 36611
301, 805, 7420
302, 17308, 37654
303, 21721, 26021
304, 13751, 637
305, 3188, 26558
306, 12957, 27525
307, 16984, 7043
308, 34474, 6411
309, 29707, 3587
310, 18267, 29605
311, 7381, 584
312, 20615, 12636
313, 20102, 20621
314, 3221, 19078
315, 21845, 29846
316, 19903, 14165
317, 15235, 37643
318, 24751, 33627
319, 406, 30309
320, 1475, 657
321, 141, 7328
322, 4341, 9666
323, 10503, 17249
324, 7380, 15114
325, 31095, 3086
326, 21698, 6466
327, 31641, 7142
328, 37561, 11165
329, 1544, 11832
330, 25026, 24908
331, 30346, 28245
332, 8773, 32361
333, 14124, 23149
334, 25580, 26933
335, 13657, 6989
336, 3556, 16976
337, 27771, 35014
338, 2491, 22690
339, 28056, 34350
340, 22904, 16373
341, 0, 6681
342, 22394, 8199
343, 24610, 1765
344, 20766, 5626
345, 13751, 28328
346, 9476, 6872
347, 29777, 3612
348, 21624, 13493
349, 10857, 13952
350, 6815, 8763
351, 26328, 19967
352, 4636, 21507
353, 7027, 22767
354, 36503, 11905
355, 18232, 16369
356, 30580, 26208
357, 15796, 32583
358, 14155, 9213
359, 17092, 8712
360, 16711, 26666
361, 19055, 2287
362, 14158, 34685
363, 1231, 2115
364, 32731, 29942
365, 9738, 12528
366, 33785, 19903
367, 25840, 37355
368, 8001, 22378
369, 26242, 12480
370, 14840, 6020
371, 17545, 37227
372, 17794, 33969
373, 30731, 21350
374, 36301, 8082
375, 16610, 38494
376, 6214, 26078
377, 27691, 2289
378, 27567, 2124
379, 13040, 95
380, 23340, 21963
381, 25194, 14629
382, 10325, 33898
383, 35683, 12252
384, 11822, 3213
385, 1299, 38343
386, 18076, 12039
387, 19657, 34570
388, 31906, 35564
389, 17443, 11522
390, 10386, 23952
391, 38018, 16146
392, 20158, 36168
393, 29918, 22705
394, 13072, 27321
395, 14980, 17915
396, 20409, 19331
397, 32562, 26612
398, 34452, 32540
399, 17187, 1051
400, 18022, 37511
401, 9525, 8231
402, 6752, 652
403, 15152, 15629
404, 35130, 23471
405, 36688, 36774
406, 319, 19636
407, 23832, 9324
408, 36260, 2266
409, 8789, 20229
410, 23228, 17253
411, 4268, 7932
412, 269, 13051
413, 15462, 34850
414, 14960, 33047
415, 35088, 16810
416, 11314, 3537
417, 4060, 19930
418, 14207, 7017
419, 5403, 12087
420, 5098, 27910
421, 1080, 6466
422, 17687, 24715
423, 20163, 13355
424, 11553, 17286
425, 1800, 37955
426, 4554, 10848
427, 24672, 27570
428, 31251, 36898
429, 38035, 9950
430, 8425, 7237
431, 24309, 22967
432, 21535, 29418
433, 33961, 34116
434, 20193, 35807
435, 4286, 30768
436, 3229, 32367
437, 29282, 17647
438, 13014, 34882
439, 15449, 10734
440, 3604, 19194
441, 19658, 26949
442, 21678, 3537
443, 16960, 14973
444, 4397, 33676
445, 9988, 11604
446, 26887, 21535
447, 16691, 4288
448, 6284, 38185
449, 20445, 3862
450, 37688, 31649
451, 2323, 248
452, 25520, 8317
453, 4402, 21388
454, 4854, 14602
455, 27885, 5168
456, 1819, 17089
457, 16845, 9635
458, 3219, 10718
459, 1054, 19264
460, 16536, 13176
461, 33126, 28137
462, 9922, 13263
463, 8536, 27963
464, 8359, 16624
465, 29658, 7149
466, 2613, 31228
467, 7617, 16031
468, 18914, 20228
469, 21796, 7083
470, 8199, 28350
471, 9007, 6349
472, 1512, 27393
473, 13960, 25032
474, 26496, 34179
475, 21669, 34990
476, 31648, 11339
477, 1996, 31782
478, 16455, 35881
479, 2676, 31693
480, 7466, 34072
481, 7793, 15843
482, 9940, 15395
483, 31451, 11517
484, 15920, 5404
485, 27985, 22439
486, 23282, 17480
487, 27330, 22195
488, 26072, 7218
489, 9097, 6155
490, 24994, 1075
491, 20287, 27182
492, 23506, 16419
493, 10451, 27503
494, 31680, 25435
495, 2533, 30523
496, 3858, 29623
497, 6700, 17927
498, 35329, 23571
499, 4037, 2164
500, 8674, 34508
501, 36025, 9256
502, 5142, 13395
503, 23766, 15503
504, 18240, 18383
505, 10404, 22933
506, 7332, 10495
507, 8262, 28588
508, 21963, 23340
509, 26366, 8937
510, 26456, 28508
511, 28289, 12897
512, 12431, 4531
513, 11970, 36626
514, 21622, 15914
515, 17527, 36308
516, 10690, 22629
517, 10342, 22191
518, 21368, 13560
519, 37880, 28090
520, 11216, 13795
521, 27428, 28624
522, 20548, 25875
523, 16224, 35332
524, 27431, 23240
525, 825, 17406
526, 36161, 33580
527, 15842, 2488
528, 20565, 36176
529, 10018, 4016
530, 20193, 34571
531, 24596, 31094
532, 2637, 21605
533, 21671, 30950
534, 29750, 9274
535, 37493, 9906
536, 11712, 2674
537, 13320, 24636
538, 15715, 3451
539, 17378, 1242
540, 21753, 19904
541, 3701, 2050
542, 26690, 34899
543, 27193, 28933
544, 12963, 38075
545, 28207, 1263
546, 18822, 32188
547, 6214, 19492
548, 8723, 28508
549, 30438, 36617
550, 17160, 27905
551, 32644, 8037
552, 31351, 21512
553, 8250, 27016
554, 33914, 10607
555, 8987, 3746
556, 9821, 6349
557, 21768, 20111
558, 7679, 37848
559, 29705, 7116
560, 3249, 24530
561, 21149, 12253
562, 12501, 27896
563, 4175, 17077
564, 33969, 22573
565, 29637, 28603
566, 23153, 35678
567, 23987, 18914
568, 33057, 32625
569, 12719, 11616
570, 25381, 36595
571, 14110, 24226
572, 15652, 8489
573, 19998, 3375
574, 17253, 31265
575, 10580, 31515
576, 35164, 15571
577, 14761, 1082
578, 12001, 33830
579, 4206, 29131
580, 7158, 9866
581, 28104, 14268
582, 4404, 30860
583, 34397, 35069
584, 13995, 23384
585, 20630, 31136
586, 22375, 34091
587, 28465, 9296
588, 2357, 16176
589, 9635, 25635
590, 21698, 9410
591, 1337, 38593
592, 187, 5609
593, 26348, 1265
594, 25864, 33332
595, 114, 6881
596, 28056, 38413
597, 34641, 22057
598, 32249, 8010
599, 13112, 25054
600, 36177, 13202
601, 20559, 17895
602, 12651, 17688
603, 33028, 18684
604, 29793, 11396
605, 17390, 18770
606, 23952, 5942
607, 17223, 11070
608, 17334, 16502
609, 27167, 24845
610, 30187, 22277
611, 14937, 21168
612, 37571, 5845
613, 10770, 4950
614, 9566, 21383
615, 9812, 34608
616, 32136, 8940
617, 28669, 5036
618, 5887, 17647
619, 7854, 7680
620, 4934, 23539
621, 13363, 2726
622, 20432, 2413
623, 27248, 18065
624, 38556, 8736
625, 1571, 26800
626, 23233, 27026
627, 10462, 25274
628, 7439, 22573
629, 19843, 790
630, 1785, 6228
631, 24410, 14734
632, 9587, 9002
633, 23396, 5018
634, 13857, 38201
635, 13878, 10892
636, 38515, 28245
637, 16111, 29732
638, 29192, 345
639, 5204, 2308
640, 18575, 2008
641, 17076, 35149
642, 6249, 12274
643, 14115, 23888
644, 30074, 2613
645, 35042, 14618
646, 13548, 29764
647, 15828, 8643
648, 7954, 29399
649, 16516, 33721
650, 22556, 35752
651, 21653, 16084
652, 26668, 4607
653, 32740, 28294
654, 13353, 6356
655, 26153, 29220
656, 18311, 17632
657, 7012, 12764
658, 2066, 24052
659, 12575, 9723
660, 19444, 27231
661, 10990, 7536
662, 8752, 13079
663, 19157, 24399
664, 7032, 2146
665, 4265, 16524
666, 22405, 32536
667, 26874, 19519
668, 18619, 26672
669, 4289, 29570
670, 21316, 30533
671, 9234, 23536
672, 17551, 22515
673, 14412, 26596
674, 34201, 25099
675, 13557, 12948
676, 23608, 33935
677, 33773, 9788
678, 30485, 2428
679, 14920, 22083
680, 35378, 33593
681, 21515, 28232
682, 18783, 35716
683, 35011, 1836
684, 27288, 24986
685, 28262, 9696
686, 25938, 29325
687, 9390, 19374
688, 4534, 831
689, 10448, 16945
690, 34082, 14882
691, 15669, 14739
692, 16297, 6774
693, 10265, 14726
694, 21547, 26551
695, 10089, 15509
696, 12926, 31397
697, 1475, 37115
698, 7142, 21089
699, 9199, 25051
700, 6775, 29425
701, 26551, 34968
702, 10034, 37759
703, 32328, 16516
704, 36000, 18416
705, 28721, 17611
706, 37775, 23961
707, 23996, 16297
708, 32140, 17078
709, 22351, 25222
710, 20418, 29769
711, 14882, 36812
712, 2108, 33517
713, 22822, 2339
714, 34759, 28300
715, 1000, 1056
716, 6043, 4041
717, 20206, 1934
718, 21663, 25798
719, 32100, 4042
720, 21947, 11604
721, 2674, 98
722, 26997, 22754
723, 33469, 30394
724, 29778, 30564
725, 16939, 24798
726, 17148, 30902
727, 4558, 6062
728, 38191, 18360
729, 24627, 5037
730, 21289, 9415
731, 9931, 23156
732, 14264, 38386
733, 5146, 30294
734, 22549, 34707
735, 7296, 1886
736, 8317, 11847
737, 5925, 13112
738, 16224, 1175
739, 26024, 36670
740, 11086, 35175
741, 4206, 26900
742, 30492, 23610
743, 18244, 10713
744, 5646, 2075
745, 11762, 7858
746, 11168, 7475
747, 8647, 3644
748, 5719, 7521
749, 23832, 3157
750, 3656, 26436
751, 6721, 24417
752, 21287, 27336
753, 296, 24320
754, 19575, 21628
755, 203, 4202
756, 33463, 34109
757, 12781, 37078
758, 24374, 29546
759, 25344, 29732
760, 17596, 25187
761, 8353, 2448
762, 31800, 36247
763, 21856, 24683
764, 9706, 6592
765, 17983, 36964
766, 17857, 4516
767, 23363, 19293
768, 35391, 15607
769, 24401, 5469
770, 35111, 36900
771, 2105, 27500
772, 19235, 19078
773, 26668, 11755
774, 27623, 27953
775, 21556, 21590
776, 11325, 17253
777, 24249, 23488
778, 1818, 31083
779, 13732, 23553
780, 31739, 18530
781, 6138, 20534
782, 2543, 37341
783, 15917, 9592
784, 24166, 9942
785, 32076, 37318
786, 18606, 38122
787, 22571, 32399
788, 31163, 17979
789, 30423, 32084
790, 652, 18366
791, 17160, 1835
792, 37925, 38368
793, 25903, 11744
794, 33084, 26366
795, 18249, 37305
796, 37381, 35964
797, 13770, 25158
798, 34020, 1239
799, 16207, 21179
800, 11991, 16232
801, 4518, 38278
802, 26956, 25952
803, 38035, 16080
804, 4303, 12313
805, 7152, 25686
806, 38243, 9725
807, 12404, 14158
808, 1886, 8247
809, 35613, 24986
810, 21864, 28795
811, 31072, 20519
812, 32461, 871
813, 17825, 31126
814, 10799, 0
815, 1415, 21826
816, 12666, 17128
817, 1361, 29679
818, 27605, 20177
819, 24778, 35312
820, 6445, 10913
821, 24803, 34724
822, 8065, 16681
823, 14669, 35427
824, 17152, 6030
825, 525, 15961
826, 27248, 30154
827, 10703, 27097
828, 20865, 25234
829, 25408, 37525
830, 24843, 24242
831, 26713, 5960
832, 19218, 34163
833, 37879, 21316
834, 9269, 6849
835, 3862, 34495
836, 12502, 12679
837, 17871, 2398
838, 21721, 15798
839, 2566, 29993
840, 24820, 10846
841, 35062, 4723
842, 5536, 37386
843, 8570, 17726
844, 5808, 21888
845, 20292, 18786
846, 5163, 36902
847, 35915, 7882
848, 10212, 11324
849, 2658, 22007
850, 20357, 16643
851, 4158, 9299
852, 27173, 1152
853, 8560, 12662
854, 18468, 29209
855, 11344, 25599
856, 23732, 33486
857, 36410, 23728
858, 26440, 30153
859, 7012, 35425
860, 13718, 26983
861, 20603, 9270
862, 36065, 6401
863, 31991, 16715
864, 34732, 13887
865, 7257, 16821
866, 16862, 37078
867, 12877, 14397
868, 24766, 20185
869, 27870, 21846
870, 36122, 2892
871, 6384, 15929
872, 9696, 34114
873, 10461, 23772
874, 35062, 15625
875, 18664, 32656
876, 37427, 16908
877, 6718, 35211
878, 1869, 10040
879, 13318, 27107
880, 16681, 8065
881, 25119, 26666
882, 14508, 8290
883, 37401, 12164
884, 27256, 13112
885, 36511, 19846
886, 34052, 38334
887, 22317, 19421
888, 10982, 13461
889, 12292, 38174
890, 36246, 11644
891, 3119, 32061
892, 32920, 7237
893, 22006, 34359
894, 20718, 17804
895, 18707, 31262
896, 31252, 12105
897, 3226, 7602
898, 16369, 29546
899, 3590, 6766
900, 28514, 8010
901, 11052, 14132
902, 32017, 5923
903, 1440, 4964
904, 25903, 793
905, 12679, 37545
906, 3118, 32329
907, 28154, 4421
908, 6712, 18123
909, 2087, 2597
910, 28369, 9193
911, 14484, 11229
912, 6648, 19612
913, 4723, 11583
914, 9543, 29330
915, 32391, 25099
916, 28065, 38478
917, 35855, 22335
918, 22774, 5734
919, 3488, 6318
920, 7949, 28489
921, 11484, 29337
922, 17644, 36337
923, 14535, 26085
924, 36161, 9020
925, 12296, 34687
926, 20271, 11783
927, 17954, 27264
928, 31697, 3283
929, 23021, 32281
930, 1051, 26513
931, 13570, 25273
932, 30183, 26741
933, 22082, 33566
934, 32187, 29680
935, 8426, 36351
936, 18448, 25702
937, 25240, 28407
938, 13617, 15960
939, 11935, 4843
940, 5697, 37447
941, 4033, 11822
942, 33064, 19025
943, 37179, 22479
944, 32021, 14646
945, 27170, 11822
946, 26085, 15940
947, 24160, 37568
948, 7637, 31304
949, 36161, 28226
950, 22992, 19903
951, 1069, 22520
952, 8029, 26656
953, 14603, 138
954, 2358, 38706
955, 37472, 36852
956, 1884, 15980
957, 8547, 2690
958, 13523, 22692
959, 24583, 36844
960, 34496, 16252
961, 2638, 38000
962, 19017, 8309
963, 6400, 13229
964, 11822, 37742
965, 3822, 9270
966, 4743, 24208
967, 10593, 19199
968, 36999, 345
969, 20153, 3858
970, 9180, 15915
971, 36436, 173
972, 223, 26870
973, 11147, 30519
974, 15614, 20572
975, 16358, 13510
976, 26829, 21888
977, 30948, 21917
978, 25435, 30243
979, 34910, 10839
980, 37207, 29809
981, 6779, 22293
982, 21680, 16930
983, 15036, 21727
984, 30450, 34002
985, 32165, 33901
986, 2984, 11809
987, 2075, 15403
988, 10892, 25996
989, 16797, 17596
990, 5691, 11009
991, 589, 25635
992, 17089, 19961
993, 23168, 10210
994, 33959, 21425
995, 5692, 35190
996, 16884, 16659
997, 3888, 35388
998, 3515, 24507
999, 25176, 798
1000, 30311, 18099
1001, 9877, 27099
1002, 3808, 23781
1003, 37305, 8148
1004, 16539, 27902
1005, 9002, 25113
1006, 21843, 25742
1007, 5879, 35986
1008, 12075, 37362
1009, 23594, 5411
1010, 13687, 5777
1011, 16297, 4824
1012, 2432, 2476
1013, 34631, 36467
1014, 20187, 20163
1015, 37936, 11143
1016, 32462, 15833
1017, 25506, 35961
1018, 3069, 2476
1019, 21256, 7284
1020, 1875, 6443
1021, 6550, 22631
1022, 15695, 10411
1023, 34968, 7438
1024, 3697, 14316
1025, 29190, 9950
1026, 24078, 37674
1027, 10865, 7949
1028, 23555, 35416
1029, 37641, 33849
1030, 28477, 34570
1031, 5409, 20156
1032, 91, 12735
1033, 16851, 31377
1034, 31375, 25561
1035, 34138, 26396
1036, 1729, 9507
1037, 35494, 20779
1038, 1211, 22045
1039, 10664, 26385
1040, 11523, 11944
1041, 6488, 16269
1042, 18009, 36866
1043, 7264, 2193
1044, 4757, 4685
1045, 13418, 6123
1046, 19235, 22521
1047, 16369, 8734
1048, 35587, 27213
1049, 37041, 38619
1050, 20370, 37736
1051, 930, 33393
1052, 36543, 14906
1053, 16860, 1415
1054, 27991, 37068
1055, 38412, 35734
1056, 22900, 15279
1057, 38504, 23577
1058, 4564, 16982
1059, 14276, 15128
1060, 10329, 17403
1061, 9345, 1366
1062, 9953, 24942
1063, 3379, 38666
1064, 14551, 11890
1065, 2921, 11137
1066, 32471, 31661
1067, 23972, 30659
1068, 13702, 1986
1069, 15645, 6415
1070, 15239, 366
1071, 16413, 26754
1072, 22881, 18458
1073, 9207, 4127
1074, 4825, 26416
1075, 21890, 8029
1076, 16901, 19235
1077, 19146, 25841
1078, 5573, 16636
1079, 22370, 23673
1080, 6466, 13396
1081, 4732, 6064
1082, 8880, 24762
1083, 7680, 584
1084, 18556, 28395
1085, 10448, 23772
1086, 21988, 1896
1087, 18283, 15239
1088, 12439, 5367
1089, 6333, 20339
1090, 18428, 11209
1091, 23067, 38064
1092, 11973, 27204
1093, 11778, 37595
1094, 35027, 4843
1095, 22327, 12252
1096, 30945, 17223
1097, 18706, 33399
1098, 25665, 34976
1099, 2215, 21615
1100, 35714, 12382
1101, 15940, 19419
1102, 22335, 31126
1103, 22867, 10827
1104, 36862, 2836
1105, 3672, 27222
1106, 9452, 13548
1107, 17806, 16306
1108, 12615, 1080
1109, 22538, 36835
1110, 8708, 5566
1111, 37547, 20036
1112, 23999, 25335
1113, 34207, 30184
1114, 847, 2679
1115, 14703, 8625
1116, 16274, 583
1117, 23354, 95
1118, 5748, 30312
1119, 15961, 1792
1120, 1926, 37361
1121, 37410, 35427
1122, 34938, 4394
1123, 23596, 25177
1124, 23142, 12112
1125, 33482, 5396
1126, 32867, 6466
1127, 6641, 141
1128, 798, 10427
1129, 1843, 23151
1130, 15851, 20482
1131, 29710, 2492
1132, 16965, 23869
1133, 28687, 17958
1134, 15962, 27087
1135, 12764, 36716
1136, 5691, 33025
1137, 18492, 2388
1138, 11064, 18933
1139, 20310, 7264
1140, 32815, 26741
1141, 9223, 23199
1142, 36983, 36712
1143, 9234, 34862
1144, 27378, 11734
1145, 16506, 7866
1146, 22404, 21622
1147, 25016, 13179
1148, 27522, 12807
1149, 9547, 29480
1150, 33103, 13780
1151, 18156, 7620
1152, 21328, 32673
1153, 13389, 20217
1154, 23291, 34624
1155, 16645, 6484
1156, 17304, 15954
1157, 24166, 10742
1158, 30795, 29852
1159, 37880, 15602
1160, 22515, 11755
1161, 989, 16813
1162, 29136, 19261
1163, 33421, 1844
1164, 19695, 17474
1165, 18367, 7180
1166, 18810, 14412
1167, 1032, 25716
1168, 13216, 6079
1169, 14677, 18937
1170, 23511, 11621
1171, 18301, 37935
1172, 5163, 36351
1173, 20725, 35917
1174, 5110, 30492
1175, 11651, 4098
1176, 31182, 21079
1177, 34580, 4376
1178, 35988, 22118
1179, 30962, 12579
1180, 9697, 26618
1181, 6671, 22889
1182, 35439, 13335
1183, 34711, 32029
1184, 24796, 16688
1185, 22658, 29993
1186, 19488, 14657
1187, 5685, 13
1188, 3375, 24869
1189, 8921, 4304
1190, 5021, 12417
1191, 20024, 27280
1192, 5499, 34527
1193, 25030, 37076
1194, 17660, 10171
1195, 16354, 32045
1196, 19095, 2468
1197, 16217, 13887
1198, 22832, 27083
1199, 16862, 29170
1200, 27248, 28191
1201, 10839, 8010
1202, 32987, 4286
1203, 27823, 2228
1204, 36320, 28536
1205, 23571, 13576
1206, 12305, 5510
1207, 18358, 5373
1208, 36267, 28400
1209, 21589, 18060
1210, 8312, 9475
1211, 8515, 22571
1212, 11822, 2105
1213, 15200, 32624
1214, 1561, 24480
1215, 5344, 5377
1216, 36712, 22273
1217, 19634, 1529
1218, 36957, 8899
1219, 30934, 11762
1220, 3295, 38212
1221, 33953, 29056
1222, 14869, 16279
1223, 12682, 18591
1224, 19999, 24387
1225, 28057, 24897
1226, 4825, 4984
1227, 18999, 32157
1228, 1863, 18227
1229, 11166, 37641
1230, 23888, 6812
1231, 12656, 18928
1232, 32530, 19355
1233, 5064, 34326
1234, 615, 27268
1235, 12775, 3488
1236, 36058, 22427
1237, 32840, 29101
1238, 5381, 19926
1239, 33343, 18423
1240, 13640, 8124
1241, 28799, 19443
1242, 22377, 11762
1243, 13688, 21799
1244, 10769, 8846
1245, 24751, 7274
1246, 34994, 31240
1247, 16173, 29749
1248, 26622, 35563
1249, 25113, 12439
1250, 17152, 28588
1251, 32753, 36401
1252, 26397, 11158
1253, 34210, 32687
1254, 37008, 156
1255, 3316, 7439
1256, 1715, 20013
1257, 8536, 21600
1258, 37571, 29571
1259, 31126, 26031
1260, 12764, 657
1261, 11062, 34414
1262, 31906, 26997
1263, 19267, 18223
1264, 5016, 37159
1265, 20845, 1729
1266, 11008, 36242
1267, 29357, 1698
1268, 23648, 20716
1269, 27285, 31472
1270, 31014, 10481
1271, 18899, 14578
1272, 10538, 7734
1273, 10006, 3099
1274, 5608, 16539
1275, 25688, 14266
1276, 16283, 19696
1277, 20132, 12539
1278, 10018, 17939
1279, 8313, 2733
1280, 18314, 33344
1281, 16007, 31693
1282, 10651, 29330
1283, 2388, 33010
1284, 26320, 8040
1285, 26031, 18687
1286, 10033, 11845
1287, 16279, 15885
1288, 21988, 34861
1289, 37646, 31742
1290, 21368, 18816
1291, 16623, 20838
1292, 21754, 19006
1293, 30945, 27132
1294, 10390, 32395
1295, 2878, 31595
1296, 33498, 15143
1297, 32815, 6695
1298, 11166, 29935
1299, 24310, 7284
1300, 17714, 7578
1301, 20813, 1287
1302, 6641, 141
1303, 11396, 9798
1304, 7709, 24897
1305, 20754, 32908
1306, 36797, 19657
1307, 5996, 5926
1308, 20445, 10253
1309, 31104, 9780
1310, 1281, 7040
1311, 19139, 26639
1312, 34207, 1001
1313, 14765, 28860
1314, 6044, 38427
1315, 30717, 13029
1316, 16628, 21560
1317, 26639, 36074
1318, 2298, 37415
1319, 12073, 13560
1320, 36709, 24414
1321, 24846, 37068
1322, 4880, 19697
1323, 12920, 11029
1324, 37557, 27294
1325, 27325, 14654
1326, 30159, 7218
1327, 5781, 7925
1328, 13603, 20386
1329, 27104, 29325
1330, 4122, 14858
1331, 23340, 36252
1332, 38274, 35161
1333, 21888, 25728
1334, 2176, 18597
1335, 2448, 5990
1336, 37906, 12572
1337, 22392, 9244
1338, 12706, 12344
1339, 30226, 21004
1340, 33484, 28400
1341, 31957, 15098
1342, 26856, 28050
1343, 25653, 15392
1344, 31613, 36806
1345, 32344, 15371
1346, 11070, 24453
1347, 8999, 9417
1348, 35236, 35053
1349, 20447, 11570
1350, 17495, 34496
1351, 22650, 7306
1352, 1076, 29077
1353, 19578, 13764
1354, 22919, 7492
1355, 24291, 28382
1356, 15146, 9943
1357, 29636, 3297
1358, 2589, 16619
1359, 246, 2482
1360, 36060, 31265
1361, 37763, 4220
1362, 32029, 34508
1363, 26857, 6786
1364, 25523, 180
1365, 14301, 33899
1366, 12636, 37244
1367, 6387, 30074
1368, 13463, 17351
